
Attaching file multidimfit.root as _file0...
(TFile *) 0x4032720

  RooFitResult: minimized FCN value: -6.28527, estimated distance to minimum: 2.55402e-05
                covariance matrix quality: Full, accurate covariance matrix
                Status : MINIMIZE=0 HESSE=0 

    Floating Parameter    FinalValue +/-  Error   
     prop_binY17_bin59    1.0452e-02 +/-  1.58e-01
      prop_binY17_bin6    1.6288e-01 +/-  1.58e-01
     prop_binY17_bin60   -1.0088e-02 +/-  1.58e-01
     prop_binY17_bin61    6.6596e-03 +/-  1.58e-01
     prop_binY17_bin62   -1.6812e-03 +/-  1.58e-01
  prop_binY17_bin63_LQint    2.0000e+00 +/-  9.43e-01
  prop_binY17_bin63_LQpure    3.0000e+00 +/-  1.17e+00
  prop_binY17_bin63_alpha    2.5000e+01 +/-  3.65e+00
  prop_binY17_bin63_dy_gg    2.0004e+00 +/-  9.43e-01
  prop_binY17_bin63_fmn    2.7999e+01 +/-  3.87e+00
  prop_binY17_bin63_fpl    2.8008e+01 +/-  3.86e+00
  prop_binY17_bin63_gam    2.0001e+00 +/-  9.43e-01
     prop_binY17_bin64   -1.3065e-01 +/-  1.58e-01
     prop_binY17_bin65    9.2943e-03 +/-  1.58e-01
     prop_binY17_bin66   -5.1706e-03 +/-  1.58e-01
     prop_binY17_bin67   -1.0675e-03 +/-  1.58e-01
     prop_binY17_bin68    2.1116e-04 +/-  1.58e-01
     prop_binY17_bin69    6.7834e-03 +/-  1.58e-01
      prop_binY17_bin7   -2.4874e-01 +/-  1.57e-01
     prop_binY17_bin70   -2.5560e-03 +/-  1.58e-01
     prop_binY17_bin71    1.0620e-01 +/-  1.58e-01
     prop_binY17_bin72    2.2110e-02 +/-  1.58e-01
     prop_binY17_bin73    6.4581e-03 +/-  1.58e-01
     prop_binY17_bin74    1.0668e-02 +/-  1.58e-01
     prop_binY17_bin75    1.9808e-03 +/-  1.58e-01
     prop_binY17_bin76   -1.3939e-03 +/-  1.58e-01
     prop_binY17_bin77   -4.3281e-03 +/-  1.58e-01
     prop_binY17_bin78    4.4063e-04 +/-  1.58e-01
     prop_binY17_bin79   -6.1192e-03 +/-  1.58e-01
      prop_binY17_bin8   -2.8123e-01 +/-  1.57e-01
  prop_binY17_bin80_LQint    0.0000e+00 +/-  1.58e-01
  prop_binY17_bin80_LQpure    0.0000e+00 +/-  1.58e-01
